class_name,project_name,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,Max-Ruler,duplicated_lines_cpd_density,comment_lines_cloc_density
WordVectorType.java,opennlp,7.0,31.0,2.0,93.39,3.0,1.0,12.0,11.0,5.0,19.0,13.0,6.0,3.0,6.0,1.0,79.0,0.0,0.0,23.300970873786408
XMLDictionaryToTableParams.java,opennlp,10.0,121.0,3.0,76.17,3.5,3.0,17.0,61.0,5.0,30.0,1048.0,48.0,3.0,34.0,1.0,297.0,0.0,0.0,47.52650176678445
Metaphone3.java,openrefine,9.0,27.0,4.0,59.67,1.0,2.0,2.0,26.0,3.0,5.0,0.0,9.0,3.0,16.0,10.0,156.0,0.0,0.0,31.277533039647576
CalendarParser.java,openrefine,14.0,9.0,4.0,44.68,2.0,2.0,7.0,21.0,2.0,8.0,6.0,4.0,3.0,6.0,30.0,83.0,0.0,0.0,26.548672566371685
ImportingUtilities.java,openrefine,4.0,22.0,2.0,98.02,1.0,0.0,3.0,7.0,1.0,8.0,8.0,5.0,2.0,4.0,2.0,47.0,0.0,0.0,42.68292682926829
Refine.java,openrefine,5.0,23.0,2.0,77.34,1.0,4.0,18.0,2.0,1.0,24.0,1.0,2.0,0.0,10.0,0.0,55.0,0.0,52.72727272727272,43.87755102040816
DataExtensionChange.java,openrefine,10.0,9.0,4.0,68.18,2.0,3.0,5.0,5.0,1.0,10.0,3.0,3.0,3.0,4.0,0.0,47.0,0.0,0.0,40.50632911392405
RefineServlet.java,openrefine,3.0,38.0,1.0,100.0,1.0,0.0,6.0,10.0,2.0,9.0,10.0,5.0,1.0,6.0,1.0,55.0,0.0,0.0,47.61904761904761
PCAxisTableDataReader.java,openrefine,4.0,10.0,1.0,100.0,3.0,10.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,80.0
WikidataConstraintFetcher.java,openrefine,2.0,96.0,2.0,98.96,1.0,0.0,10.0,20.0,2.0,12.0,45.0,10.0,3.0,6.0,0.0,96.0,0.0,50.0,46.06741573033708
XmlImportUtilities.java,openrefine,14.0,16.0,6.0,41.25,2.0,13.0,10.0,18.0,2.0,12.0,91.0,14.0,1.0,11.0,15.0,97.0,0.0,0.0,53.80952380952381
TransposeColumnsIntoRowsOperation.java,openrefine,9.0,14.0,4.0,64.93,1.0,1.0,7.0,8.0,3.0,9.0,21.0,7.0,1.0,6.0,5.0,47.0,0.0,0.0,59.130434782608695
ColumnSplitChange.java,openrefine,11.0,9.0,4.0,49.64,2.0,20.0,6.0,9.0,3.0,6.0,21.0,7.0,2.0,9.0,11.0,59.0,0.0,0.0,28.04878048780488
DatabaseUtils.java,openrefine,21.0,8.0,3.0,41.4,2.0,20.0,6.0,20.0,3.0,18.0,45.0,10.0,2.0,10.0,13.0,106.0,0.0,0.0,29.333333333333332
PreviewExpressionCommand.java,openrefine,6.0,7.0,4.0,46.36,2.5,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,40.0,14.0,0.0,0.0,65.0
DBQueryResultImportReader.java,openrefine,6.0,75.0,4.0,62.19,1.5,0.0,12.0,48.0,1.0,23.0,298.0,25.0,3.0,41.0,0.0,239.0,0.0,0.0,42.68585131894484
ScatterplotFacet.java,openrefine,6.0,14.0,3.0,84.0,1.0,1.0,2.0,7.0,1.0,9.0,3.0,3.0,3.0,1.0,0.0,47.0,0.0,0.0,40.50632911392405
Recon.java,openrefine,9.0,82.0,3.0,99.32,1.0,1.0,15.0,51.0,4.0,13.0,525.0,34.0,1.0,35.0,1.0,313.0,0.0,0.0,10.057471264367816
RangeFacet.java,openrefine,8.0,12.0,4.0,75.57,1.5,2.0,6.0,7.0,1.0,13.0,3.0,3.0,3.0,3.0,2.0,55.0,0.0,0.0,36.7816091954023
PointerExtractor.java,openrefine,22.0,23.0,5.0,67.14,4.0,4.0,11.0,15.0,2.0,33.0,3.0,6.0,3.0,33.0,12.0,430.0,0.0,0.0,7.922912205567452
ColumnAdditionByFetchingURLsOperation.java,openrefine,12.0,13.0,4.0,86.64,1.5,4.0,6.0,19.0,1.0,16.0,15.0,6.0,6.0,9.0,8.0,100.0,0.0,0.0,32.88590604026846
DBQueryResultPreviewReader.java,openrefine,40.0,19.0,4.0,41.04,2.0,66.0,25.0,89.0,1.0,65.0,1124.0,49.0,4.0,38.0,371.0,431.0,0.0,0.0,38.25214899713467
FusionTableImporter.java,openrefine,8.0,25.0,3.0,79.41,2.0,0.0,11.0,14.0,1.0,39.0,15.0,6.0,2.0,32.0,56.0,155.0,0.0,0.0,14.835164835164836
Command.java,openrefine,47.0,9.0,5.0,39.43,2.0,3.0,31.0,34.0,1.0,97.0,0.0,33.0,1.0,35.0,103.0,345.0,0.0,8.115942028985506,11.311053984575835
TimeRangeFacet.java,openrefine,9.0,24.0,3.0,58.23,3.0,7.0,7.0,31.0,2.0,8.0,12.0,9.0,3.0,15.0,30.0,132.0,0.0,0.0,31.606217616580313
DefaultImportingController.java,openrefine,12.0,12.0,4.0,71.1,1.5,6.0,12.0,6.0,1.0,27.0,6.0,4.0,2.0,13.0,0.0,84.0,0.0,0.0,36.84210526315789
MultiValuedCellSplitOperation.java,openrefine,8.0,37.0,4.0,72.62,2.5,6.0,5.0,32.0,2.0,11.0,190.0,20.0,1.0,9.0,1.0,140.0,0.0,0.0,48.148148148148145
Scanner.java,openrefine,38.0,9.0,6.0,44.02,2.5,12.0,23.0,51.0,3.0,43.0,45.0,10.0,3.0,11.0,41.0,246.0,0.0,0.0,26.785714285714285
MySQLDatabaseService.java,openrefine,4.0,52.0,2.0,91.82,1.0,6.0,0.0,23.0,1.0,6.0,0.0,10.0,1.0,11.0,2.0,113.0,0.0,0.0,42.3469387755102
JSONUtilities.java,openrefine,15.0,16.0,4.0,91.94,1.0,1.0,17.0,5.0,1.0,33.0,3.0,3.0,2.0,18.0,13.0,151.0,0.0,0.0,31.98198198198198
TabularImportingParserBase.java,openrefine,14.0,9.0,4.0,47.89,1.0,2.0,7.0,11.0,1.0,18.0,3.0,3.0,3.0,8.0,1.0,85.0,0.0,0.0,28.57142857142857
FixedWidthImporter.java,openrefine,16.0,5.0,4.0,46.49,2.0,12.0,5.0,4.0,1.0,10.0,1.0,2.0,1.0,6.0,66.0,42.0,0.0,0.0,39.130434782608695
Get.java,openrefine,33.0,9.0,2.0,93.1,3.0,3.0,13.0,28.0,3.0,32.0,14.0,8.0,4.0,34.0,112.0,204.0,0.0,0.0,27.402135231316727
RecordModel.java,openrefine,17.0,21.0,4.0,73.02,2.0,12.0,4.0,37.0,2.0,24.0,102.0,20.0,2.0,28.0,16.0,243.0,0.0,0.0,22.115384615384613
StandardReconConfig.java,openrefine,3.0,21.0,3.0,50.0,2.0,189.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,8.0,20.0,0.0,0.0,62.96296296296296
ColumnAdditionOperation.java,openrefine,19.0,18.0,3.0,59.82,1.0,10.0,9.0,39.0,1.0,45.0,0.0,14.0,3.0,33.0,44.0,215.0,0.0,0.0,33.641975308641975
ImportingManager.java,openrefine,8.0,34.0,1.0,100.0,2.5,0.0,7.0,49.0,2.0,13.0,55.0,11.0,4.0,44.0,8.0,202.0,0.0,0.0,21.705426356589147
MultiValuedCellJoinOperation.java,openrefine,29.0,6.0,3.0,64.32,3.0,7.0,14.0,17.0,4.0,22.0,0.0,2.0,5.0,21.0,48.0,141.0,0.0,0.0,18.023255813953487
GoogleAPIExtension.java,openrefine,14.0,19.0,4.0,62.04,2.5,6.0,11.0,29.0,1.0,31.0,0.0,18.0,3.0,12.0,150.0,160.0,0.0,0.0,35.483870967741936
OdsImporter.java,openrefine,21.0,14.0,6.0,39.72,3.0,7.0,19.0,38.0,1.0,38.0,0.0,10.0,4.0,25.0,41.0,236.0,0.0,0.0,13.23529411764706
DatabaseImportController.java,openrefine,36.0,4.0,3.0,63.04,3.0,8.0,9.0,9.0,3.0,13.0,9.0,7.0,1.0,12.0,119.0,79.0,0.0,0.0,42.7536231884058
TextTransformOperation.java,openrefine,25.0,27.0,5.0,54.65,2.0,14.0,16.0,80.0,1.0,73.0,43.0,46.0,3.0,15.0,8.0,350.0,0.0,0.0,44.26751592356688
JsonImporter.java,openrefine,13.0,22.0,4.0,93.91,5.0,12.0,10.0,20.0,1.0,22.0,0.0,3.0,5.0,19.0,63.0,203.0,0.0,0.0,17.479674796747968
ReconJudgeSimilarCellsOperation.java,openrefine,111.0,7.0,6.0,49.36,4.0,20.0,41.0,80.0,1.0,148.0,41.0,19.0,5.0,97.0,255.0,498.0,0.0,0.0,26.97947214076246
SeparatorBasedImporter.java,openrefine,1.0,144.0,1.0,100.0,1.0,0.0,18.0,2.0,1.0,25.0,1.0,2.0,0.0,15.0,0.0,76.0,0.0,0.0,39.2
SqlInsertBuilder.java,openrefine,27.0,8.0,4.0,57.32,4.0,5.0,4.0,23.0,1.0,24.0,28.0,9.0,4.0,20.0,15.0,153.0,0.0,0.0,25.0
ExcelImporter.java,openrefine,4.0,28.0,3.0,92.62,1.0,0.0,4.0,11.0,1.0,10.0,0.0,6.0,3.0,5.0,0.0,56.0,0.0,0.0,44.554455445544555
NumericBinIndex.java,openrefine,5.0,26.0,3.0,87.58,1.0,0.0,4.0,13.0,2.0,22.0,20.0,8.0,2.0,8.0,3.0,72.0,0.0,0.0,37.391304347826086
ProjectManager.java,openrefine,24.0,25.0,6.0,44.97,3.5,10.0,15.0,61.0,3.0,55.0,141.0,23.0,4.0,75.0,50.0,389.0,0.0,0.0,26.185958254269448
GDataImporter.java,openrefine,12.0,26.0,4.0,75.99,1.5,37.0,3.0,30.0,1.0,12.0,0.0,25.0,1.0,2.0,14.0,125.0,0.0,0.0,56.14035087719298
MassRowColumnChange.java,openrefine,18.0,16.0,5.0,50.73,2.0,4.0,10.0,30.0,1.0,5.0,283.0,27.0,1.0,13.0,33.0,143.0,0.0,0.0,42.570281124497996
MariaDBDatabaseService.java,openrefine,17.0,9.0,4.0,32.85,2.0,2.0,13.0,19.0,1.0,31.0,15.0,6.0,3.0,13.0,115.0,112.0,0.0,0.0,24.324324324324326
PgSQLDatabaseService.java,openrefine,8.0,15.0,3.0,87.5,1.0,1.0,2.0,10.0,4.0,13.0,0.0,4.0,2.0,9.0,2.0,68.0,0.0,39.705882352941174,34.61538461538461
CustomizableTabularExporterUtilities.java,openrefine,7.0,19.0,3.0,89.04,1.0,1.0,5.0,10.0,4.0,19.0,0.0,5.0,2.0,11.0,2.0,77.0,0.0,35.064935064935064,32.45614035087719
ColumnSplitOperation.java,openrefine,10.0,12.0,3.0,41.22,1.5,11.0,4.0,10.0,2.0,6.0,0.0,5.0,2.0,23.0,7.0,64.0,0.0,0.0,40.74074074074074
HttpUtilities.java,openrefine,11.0,6.0,4.0,47.65,2.0,45.0,8.0,4.0,2.0,7.0,1.0,2.0,1.0,7.0,3.0,38.0,0.0,60.526315789473685,36.666666666666664
ReconOperation.java,openrefine,23.0,29.0,7.0,68.25,1.0,18.0,13.0,79.0,1.0,55.0,0.0,39.0,4.0,27.0,162.0,413.0,0.0,0.0,34.025559105431306
History.java,openrefine,16.0,7.0,3.0,70.86,1.0,40.0,4.0,14.0,2.0,7.0,10.0,5.0,3.0,3.0,7.0,51.0,0.0,0.0,53.21100917431193
ProjectUtilities.java,openrefine,24.0,12.0,7.0,31.21,3.0,101.0,7.0,33.0,2.0,23.0,1.0,14.0,3.0,13.0,88.0,148.0,0.0,0.0,41.732283464566926
SqlCreateBuilder.java,openrefine,3.0,28.0,1.0,100.0,1.0,4.0,12.0,2.0,1.0,17.0,1.0,2.0,0.0,9.0,0.0,41.0,0.0,70.73170731707317,43.05555555555556
TreeImportUtilities.java,openrefine,8.0,16.0,2.0,98.86,1.0,1.0,7.0,7.0,1.0,19.0,6.0,5.0,1.0,13.0,2.0,76.0,0.0,0.0,33.33333333333333
ParsingUtilities.java,openrefine,5.0,31.0,3.0,97.52,1.0,2.0,9.0,7.0,1.0,24.0,2.0,5.0,1.0,16.0,2.0,100.0,0.0,0.0,26.47058823529412
Credentials.java,openrefine,7.0,22.0,4.0,48.1,1.0,0.0,6.0,15.0,2.0,17.0,26.0,8.0,2.0,7.0,29.0,78.0,0.0,39.743589743589745,43.884892086330936
kNNClusterer.java,openrefine,11.0,11.0,5.0,45.76,4.0,12.0,15.0,15.0,2.0,11.0,1.0,2.0,3.0,5.0,13.0,83.0,0.0,0.0,26.548672566371685
QuickHistoryEntryProcess.java,openrefine,13.0,6.0,3.0,52.99,2.0,8.0,6.0,3.0,1.0,13.0,1.0,2.0,1.0,7.0,47.0,46.0,0.0,0.0,29.230769230769234
Range.java,openrefine,14.0,6.0,4.0,37.82,1.0,16.0,9.0,6.0,3.0,9.0,1.0,2.0,1.0,6.0,3.0,49.0,0.0,46.93877551020408,30.985915492957744
TimeBinIndex.java,openrefine,9.0,25.0,5.0,81.18,2.0,7.0,3.0,23.0,2.0,9.0,36.0,12.0,2.0,15.0,27.0,121.0,0.0,0.0,42.10526315789473
OperatorCallExpr.java,openrefine,3.0,94.0,2.0,99.29,1.0,34.0,1.0,37.0,1.0,5.0,30.0,17.0,2.0,11.0,0.0,120.0,0.0,0.0,52.38095238095239
ColumnModel.java,openrefine,16.0,4.0,5.0,38.54,1.0,28.0,7.0,5.0,3.0,5.0,1.0,2.0,1.0,5.0,3.0,38.0,0.0,60.526315789473685,35.59322033898305
OAuthUtilities.java,openrefine,8.0,12.0,5.0,67.24,1.0,3.0,6.0,7.0,2.0,8.0,6.0,4.0,3.0,4.0,1.0,42.0,0.0,0.0,52.80898876404494
Project.java,openrefine,4.0,20.0,1.0,100.0,1.0,0.0,2.0,4.0,2.0,3.0,6.0,4.0,0.0,1.0,6.0,25.0,0.0,0.0,63.76811594202898
Filter.java,openrefine,4.0,57.0,1.0,100.0,1.0,1.0,6.0,23.0,2.0,9.0,91.0,14.0,2.0,7.0,6.0,103.0,0.0,0.0,50.95238095238095
GDataImportingController.java,openrefine,14.0,10.0,4.0,50.75,1.5,7.0,5.0,18.0,2.0,9.0,28.0,8.0,3.0,3.0,16.0,61.0,0.0,0.0,55.47445255474452
ReconJudgeOneCellCommand.java,openrefine,20.0,9.0,4.0,47.18,3.0,4.0,10.0,18.0,4.0,14.0,55.0,11.0,1.0,25.0,53.0,112.0,0.0,0.0,31.70731707317073
ImporterUtilities.java,openrefine,15.0,16.0,4.0,62.89,2.0,13.0,11.0,30.0,1.0,24.0,0.0,4.0,3.0,23.0,5.0,183.0,0.0,0.0,20.087336244541483
HistoryProcess.java,openrefine,19.0,16.0,5.0,40.52,4.0,1.0,15.0,31.0,1.0,0.0,465.0,31.0,0.0,0.0,56.0,65.0,0.0,0.0,76.44927536231883
ColumnReorderChange.java,openrefine,5.0,34.0,3.0,93.55,1.0,0.0,2.0,14.0,3.0,5.0,45.0,10.0,1.0,1.0,1.0,80.0,0.0,0.0,49.36708860759494
KeyValueColumnizeOperation.java,openrefine,18.0,29.0,3.0,71.9,2.0,37.0,11.0,56.0,1.0,27.0,120.0,21.0,5.0,33.0,111.0,351.0,0.0,0.0,27.027027027027028
Parser.java,openrefine,5.0,30.0,3.0,79.67,1.0,6.0,5.0,12.0,3.0,7.0,28.0,8.0,1.0,2.0,5.0,72.0,0.0,0.0,48.57142857142857
MetaParser.java,openrefine,13.0,13.0,3.0,65.09,1.0,41.0,14.0,16.0,1.0,11.0,0.0,8.0,2.0,5.0,17.0,90.0,0.0,0.0,42.30769230769231
SavedConnectionCommand.java,openrefine,7.0,75.0,3.0,52.8,3.0,19.0,6.0,52.0,1.0,22.0,1.0,22.0,3.0,26.0,21.0,304.0,0.0,0.0,33.91304347826087
Slice.java,openrefine,2.0,43.0,2.0,87.5,2.0,2.0,0.0,9.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,48.0,0.0,0.0,40.74074074074074
Join.java,openrefine,22.0,6.0,5.0,34.76,2.0,12.0,10.0,12.0,1.0,11.0,6.0,4.0,2.0,6.0,2.0,82.0,0.0,0.0,34.4
ProcessManager.java,openrefine,13.0,7.0,4.0,41.67,2.0,4.0,9.0,10.0,2.0,8.0,1.0,2.0,3.0,7.0,13.0,64.0,0.0,0.0,24.705882352941178
ExtendDataOperation.java,openrefine,11.0,6.0,4.0,44.93,1.0,4.0,7.0,4.0,2.0,7.0,1.0,2.0,1.0,7.0,3.0,38.0,0.0,60.526315789473685,35.59322033898305
ForEach.java,openrefine,5.0,42.0,1.0,100.0,1.0,11.0,4.0,6.0,1.0,6.0,1.0,3.0,2.0,8.0,20.0,148.0,0.0,0.0,22.5130890052356
FusionTableHandler.java,openrefine,17.0,19.0,4.0,37.92,3.0,3.0,18.0,48.0,2.0,26.0,28.0,8.0,3.0,21.0,36.0,221.0,0.0,0.0,24.829931972789115
Row.java,openrefine,4.0,35.0,1.0,100.0,3.0,3.0,1.0,23.0,4.0,3.0,1.0,3.0,4.0,5.0,0.0,80.0,0.0,0.0,39.39393939393939
TreeImportingParserBase.java,openrefine,16.0,20.0,4.0,50.17,2.0,7.0,6.0,41.0,2.0,13.0,187.0,23.0,3.0,27.0,12.0,194.0,0.0,0.0,34.45945945945946
ImportingParserBase.java,openrefine,20.0,7.0,5.0,43.6,1.5,9.0,13.0,5.0,1.0,31.0,1.0,2.0,2.0,15.0,94.0,87.0,0.0,0.0,27.500000000000004
ClientSideResourceManager.java,openrefine,10.0,18.0,4.0,48.36,2.0,0.0,13.0,22.0,1.0,23.0,3.0,3.0,5.0,15.0,6.0,112.0,0.0,0.0,33.72781065088758
ReconDiscardJudgmentsOperation.java,openrefine,24.0,20.0,3.0,90.98,2.0,17.0,32.0,65.0,2.0,63.0,75.0,19.0,3.0,33.0,48.0,373.0,0.0,0.0,14.449541284403669
DataExtensionReconConfig.java,openrefine,97.0,6.0,8.0,37.21,2.0,259.0,24.0,79.0,1.0,55.0,573.0,38.0,4.0,38.0,257.0,385.0,0.0,0.0,31.372549019607842
ProjectMetadataUtilities.java,openrefine,18.0,19.0,4.0,68.43,1.0,1.0,12.0,41.0,1.0,39.0,49.0,11.0,4.0,17.0,2.0,216.0,0.0,0.0,35.32934131736527
FileProjectManager.java,openrefine,11.0,54.0,3.0,79.32,2.0,2.0,10.0,59.0,1.0,20.0,196.0,36.0,3.0,35.0,20.0,265.0,0.0,0.0,51.28676470588235
DatabaseInfo.java,openrefine,21.0,9.0,2.0,78.66,3.0,2.0,11.0,24.0,2.0,31.0,32.0,9.0,5.0,21.0,101.0,134.0,0.0,0.0,27.173913043478258
Diff.java,openrefine,25.0,7.0,3.0,41.55,3.0,0.0,10.0,18.0,2.0,19.0,0.0,5.0,4.0,12.0,56.0,117.0,0.0,0.0,23.52941176470588
MariaDBConnectionManager.java,openrefine,18.0,20.0,5.0,46.04,2.5,3.0,15.0,34.0,1.0,38.0,0.0,13.0,4.0,25.0,3.0,222.0,0.0,0.0,34.705882352941174
MassRowChange.java,openrefine,9.0,62.0,4.0,73.22,3.0,23.0,11.0,48.0,1.0,15.0,878.0,45.0,2.0,45.0,25.0,264.0,0.0,0.0,46.98795180722892
GuessTypesOfColumnCommand.java,openrefine,25.0,26.0,3.0,87.82,3.0,51.0,16.0,87.0,1.0,75.0,418.0,32.0,2.0,59.0,9.0,457.0,0.0,0.0,23.960066555740433
ReconMatchSpecificTopicOperation.java,openrefine,13.0,32.0,4.0,66.18,1.0,8.0,10.0,43.0,1.0,25.0,106.0,17.0,3.0,35.0,169.0,268.0,0.0,0.0,28.150134048257375
ExpressionUtils.java,openrefine,30.0,15.0,6.0,40.58,3.0,6.0,13.0,28.0,3.0,26.0,91.0,14.0,2.0,10.0,83.0,126.0,0.0,0.0,44.24778761061947
Partition.java,openrefine,11.0,22.0,3.0,86.3,1.0,21.0,13.0,26.0,2.0,28.0,66.0,12.0,3.0,15.0,14.0,137.0,0.0,0.0,38.56502242152467
ReconCandidate.java,openrefine,19.0,24.0,5.0,49.15,3.0,3.0,20.0,70.0,1.0,41.0,0.0,13.0,5.0,26.0,33.0,311.0,0.0,0.0,26.995305164319248
RPartition.java,openrefine,19.0,6.0,5.0,49.63,2.0,9.0,5.0,5.0,1.0,14.0,3.0,3.0,2.0,6.0,4.0,50.0,0.0,0.0,50.0
MassEditOperation.java,openrefine,12.0,14.0,5.0,59.51,1.5,2.0,3.0,15.0,1.0,6.0,47.0,11.0,2.0,5.0,6.0,75.0,0.0,0.0,50.6578947368421
XmlImporter.java,openrefine,6.0,30.0,1.0,100.0,1.0,3.0,9.0,13.0,1.0,25.0,15.0,7.0,1.0,13.0,21.0,100.0,0.0,0.0,37.5
ColumnChange.java,openrefine,3.0,10.0,2.0,90.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,85.18518518518519
CookiesUtilities.java,openrefine,29.0,28.0,5.0,50.33,2.0,8.0,22.0,104.0,1.0,46.0,0.0,47.0,3.0,54.0,35.0,496.0,0.0,0.0,35.58441558441559
Configurations.java,openrefine,10.0,12.0,3.0,90.53,1.5,1.0,1.0,8.0,1.0,9.0,0.0,3.0,3.0,6.0,9.0,75.0,0.0,0.0,33.6283185840708
ControlFunctionRegistry.java,openrefine,26.0,6.0,4.0,43.63,2.0,19.0,7.0,13.0,2.0,39.0,4.0,4.0,3.0,12.0,164.0,122.0,0.0,0.0,18.666666666666668
IndentingLayout.java,openrefine,18.0,9.0,4.0,46.83,2.0,15.0,6.0,11.0,2.0,36.0,6.0,4.0,2.0,11.0,89.0,103.0,0.0,0.0,28.47222222222222
IndentingLayout.java,openrefine,22.0,12.0,2.0,99.28,2.0,15.0,12.0,29.0,1.0,27.0,10.0,5.0,4.0,39.0,65.0,182.0,0.0,0.0,25.71428571428571
RowRemovalChange.java,openrefine,22.0,28.0,5.0,61.22,5.0,0.0,18.0,55.0,1.0,5.0,1427.0,55.0,0.0,31.0,111.0,280.0,0.0,0.0,50.35460992907801
FusionTableSerializer.java,openrefine,23.0,7.0,5.0,38.87,2.0,22.0,3.0,14.0,4.0,23.0,6.0,9.0,2.0,8.0,12.0,84.0,0.0,0.0,45.09803921568628
MassReconChange.java,openrefine,28.0,7.0,7.0,52.7,2.0,19.0,12.0,16.0,2.0,16.0,0.0,2.0,3.0,26.0,29.0,106.0,0.0,0.0,40.44943820224719
WikitextImporter.java,openrefine,24.0,12.0,4.0,38.56,2.0,14.0,16.0,30.0,3.0,28.0,94.0,17.0,2.0,34.0,23.0,187.0,0.0,0.0,28.89733840304182
ExpressionEqualRowFilter.java,openrefine,6.0,27.0,3.0,66.46,1.5,3.0,2.0,5.0,3.0,0.0,0.0,4.0,1.0,1.0,4.0,32.0,0.0,0.0,58.97435897435898
GetScatterplotCommand.java,openrefine,6.0,26.0,3.0,52.04,2.5,5.0,10.0,14.0,1.0,11.0,3.0,7.0,2.0,14.0,2.0,85.0,0.0,0.0,40.55944055944056
RowReorderChange.java,openrefine,16.0,11.0,3.0,94.01,2.5,22.0,11.0,23.0,1.0,25.0,7.0,7.0,3.0,15.0,1.0,117.0,0.0,0.0,27.32919254658385
PgSQLConnectionManager.java,openrefine,4.0,17.0,3.0,45.13,1.5,8.0,0.0,5.0,4.0,1.0,8.0,5.0,0.0,2.0,0.0,31.0,0.0,0.0,45.614035087719294
Parser.java,openrefine,2.0,38.0,2.0,50.35,4.0,0.0,1.0,4.0,3.0,0.0,4.0,4.0,0.0,2.0,0.0,24.0,0.0,0.0,63.07692307692307
DualExpressionsNumberComparisonRowFilter.java,openrefine,8.0,27.0,1.0,100.0,2.0,1.0,7.0,27.0,2.0,11.0,28.0,8.0,3.0,38.0,8.0,158.0,0.0,0.0,21.393034825870647
WikibaseSchema.java,openrefine,7.0,127.0,5.0,90.74,6.0,5.0,6.0,89.0,1.0,18.0,3050.0,80.0,2.0,43.0,1.0,407.0,0.0,0.0,49.188514357053684
ColumnMoveChange.java,openrefine,3.0,53.0,1.0,100.0,1.0,1.0,8.0,4.0,1.0,5.0,0.0,2.0,1.0,5.0,2.0,126.0,0.0,0.0,16.55629139072848
ListFacet.java,openrefine,28.0,6.0,3.0,59.35,2.0,5.0,14.0,13.0,4.0,20.0,1.0,2.0,3.0,24.0,117.0,117.0,0.0,0.0,21.476510067114095
ReconciledDataExtensionJob.java,openrefine,44.0,10.0,5.0,69.7,1.5,6.0,15.0,45.0,3.0,44.0,186.0,20.0,4.0,22.0,137.0,236.0,0.0,0.0,38.38120104438642
ReconConfig.java,openrefine,21.0,9.0,5.0,41.78,2.0,13.0,5.0,22.0,3.0,24.0,37.0,10.0,5.0,23.0,43.0,137.0,0.0,0.0,22.15909090909091
BinningClusterer.java,openrefine,10.0,31.0,4.0,63.34,2.0,5.0,25.0,57.0,1.0,60.0,36.0,9.0,4.0,41.0,182.0,259.0,0.0,0.0,12.5
ReconClearOneCellCommand.java,openrefine,14.0,18.0,4.0,74.3,2.0,770.0,10.0,27.0,1.0,34.0,8.0,12.0,3.0,22.0,2.0,167.0,0.0,0.0,25.77777777777778
DatabaseModuleImpl.java,openrefine,22.0,21.0,6.0,47.43,2.0,4.0,28.0,50.0,2.0,57.0,0.0,13.0,5.0,46.0,172.0,321.0,0.0,0.0,25.0
HistoryEntry.java,openrefine,3.0,33.0,3.0,46.22,2.0,0.0,6.0,13.0,1.0,9.0,3.0,3.0,1.0,3.0,1.0,68.0,0.0,0.0,26.08695652173913
ReconMatchBestCandidatesOperation.java,openrefine,4.0,49.0,2.0,95.2,2.5,4.0,2.0,18.0,2.0,7.0,0.0,8.0,2.0,9.0,8.0,98.0,0.0,0.0,46.73913043478261
ScatterplotDrawingRowVisitor.java,openrefine,17.0,12.0,4.0,62.58,1.0,5.0,12.0,21.0,1.0,19.0,9.0,6.0,3.0,9.0,5.0,136.0,0.0,0.0,29.166666666666668
UploadCommand.java,openrefine,6.0,39.0,1.0,100.0,2.5,980.0,5.0,28.0,1.0,8.0,54.0,12.0,3.0,35.0,22.0,122.0,0.0,0.0,43.77880184331797
ConnectCommand.java,openrefine,25.0,17.0,5.0,74.62,1.0,10.0,11.0,23.0,1.0,26.0,0.0,11.0,3.0,17.0,51.0,266.0,0.0,0.0,34.64373464373464
ExecuteQueryCommand.java,openrefine,20.0,12.0,5.0,30.9,4.5,25.0,20.0,27.0,2.0,39.0,21.0,7.0,5.0,17.0,35.0,174.0,0.0,0.0,23.684210526315788
LineBasedImporter.java,openrefine,3.0,56.0,1.0,100.0,3.0,1.0,10.0,7.0,1.0,32.0,3.0,3.0,2.0,17.0,0.0,98.0,0.0,0.0,30.0
MySQLConnectionManager.java,openrefine,36.0,42.0,10.0,36.78,2.0,234.0,19.0,159.0,2.0,84.0,4667.0,99.0,2.0,55.0,67.0,688.0,0.0,0.0,51.48095909732017
TestQueryCommand.java,openrefine,3.0,47.0,3.0,97.93,1.0,578.0,43.0,2.0,1.0,2.0,0.0,2.0,0.0,43.0,0.0,97.0,0.0,0.0,24.21875
GetRowsCommand.java,openrefine,48.0,10.0,6.0,36.61,2.0,91.0,17.0,54.0,1.0,32.0,91.0,31.0,4.0,21.0,246.0,233.0,0.0,0.0,45.93967517401392
OperationRegistry.java,openrefine,10.0,8.0,4.0,74.78,1.0,1.0,4.0,6.0,2.0,14.0,0.0,2.0,4.0,6.0,6.0,46.0,0.0,0.0,39.473684210526315
Phonetic.java,openrefine,8.0,24.0,2.0,75.28,1.5,4.0,15.0,24.0,1.0,15.0,23.0,11.0,5.0,10.0,26.0,140.0,0.0,0.0,20.0
