class_name,project_name,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,Max-Ruler,duplicated_lines_cpd_density,comment_lines_cloc_density
BindComputeStrategiesByClass.java,jclouds,3.0,9.0,3.0,49.15,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,69.56521739130434
BindComputeSuppliersByClass.java,jclouds,5.0,5.0,2.0,54.1,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,69.56521739130434
BindConsoleToJsonPayload.java,jclouds,5.0,5.0,4.0,45.9,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,76.19047619047619
BindCreateInstanceToJson.java,jclouds,4.0,7.0,3.0,67.03,2.5,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,64.0
BindCredentialsToJsonPayload.java,jclouds,4.0,7.0,2.0,54.1,1.5,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,64.0
BindDeleteMessageBatchRequestEntryToIndexedFormParams.java,jclouds,1.0,48.0,1.0,100.0,1.0,0.0,3.0,3.0,1.0,8.0,0.0,1.0,2.0,2.0,0.0,20.0,0.0,0.0,54.54545454545454
BindDriveDataToPlainTextString.java,jclouds,11.0,5.0,5.0,69.01,2.0,3.0,9.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,30.0,0.0,0.0,34.78260869565217
BindDriveToPlainTextString.java,jclouds,10.0,8.0,5.0,62.16,2.0,0.0,5.0,2.0,1.0,10.0,0.0,2.0,0.0,2.0,2.0,34.0,0.0,0.0,50.72463768115942
Binder.java,jclouds,9.0,14.0,4.0,92.49,2.0,1.0,6.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,61.0,58.0,0.0,0.0,44.230769230769226
BinderParam.java,jclouds,3.0,21.0,3.0,35.87,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,59.25925925925925
BindFiltersToIndexedFormParams.java,jclouds,7.0,8.0,5.0,40.74,1.0,0.0,4.0,6.0,4.0,6.0,0.0,3.0,1.0,4.0,1.0,32.0,0.0,0.0,33.33333333333333
BindGenerateKeyForClientToJsonPayload.java,jclouds,14.0,4.0,5.0,57.32,1.0,1.0,3.0,6.0,3.0,9.0,0.0,3.0,1.0,2.0,1.0,23.0,0.0,0.0,50.0
BindGroupIdsToIndexedFormParams.java,jclouds,18.0,3.0,4.0,57.8,1.0,1.0,3.0,7.0,3.0,11.0,0.0,3.0,1.0,2.0,1.0,25.0,0.0,0.0,47.91666666666667
BindGroupNamesToIndexedFormParams.java,jclouds,11.0,4.0,4.0,50.63,2.0,1.0,3.0,5.0,3.0,6.0,0.0,3.0,1.0,3.0,3.0,22.0,0.0,0.0,46.34146341463415
BindIdListToCommaDelimitedQueryParam.java,jclouds,8.0,10.0,4.0,53.91,1.0,0.0,16.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,61.0,42.0,0.0,0.0,44.0
BindIdsToQueryParams.java,jclouds,1.0,32.0,1.0,100.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,59.25925925925925
BindInstanceIdsToIndexedFormParams.java,jclouds,15.0,5.0,5.0,53.9,2.0,0.0,13.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,34.0,0.0,0.0,48.484848484848484
BindInternetGatewayIdsToIndexedFormParams.java,jclouds,9.0,9.0,6.0,52.02,2.0,0.0,10.0,3.0,2.0,5.0,3.0,3.0,0.0,2.0,8.0,34.0,0.0,0.0,52.112676056338024
BindIpPermissionsToIndexedFormParams.java,jclouds,5.0,19.0,4.0,70.07,2.0,2.0,2.0,6.0,1.0,3.0,0.0,6.0,0.0,5.0,0.0,42.0,0.0,0.0,48.148148148148145
BindIpPermissionToIndexedFormParams.java,jclouds,21.0,3.0,7.0,43.06,2.0,5.0,2.0,10.0,1.0,8.0,0.0,7.0,1.0,5.0,12.0,42.0,0.0,0.0,27.586206896551722
BindKeyNamesToIndexedFormParams.java,jclouds,4.0,12.0,4.0,62.5,1.5,0.0,5.0,4.0,1.0,6.0,0.0,4.0,0.0,1.0,0.0,23.0,0.0,0.0,46.51162790697674
BindKeyPairToJsonPayload.java,jclouds,1.0,33.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,77.41935483870968
BindLoadBalancerStrategiesByClass.java,jclouds,13.0,5.0,5.0,43.37,2.0,1.0,13.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,72.0,33.0,0.0,0.0,48.4375
BindLoggersAnnotatedWithResource.java,jclouds,1.0,33.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,77.41935483870968
BindManifestToJsonPayload.java,jclouds,3.0,11.0,2.0,81.08,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,77.41935483870968
BindMapToIndexedFormParams.java,jclouds,1.0,32.0,1.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,75.86206896551724
BindMapToStringPayload.java,jclouds,2.0,45.0,1.0,100.0,2.5,0.0,2.0,10.0,1.0,10.0,18.0,8.0,1.0,3.0,0.0,50.0,0.0,0.0,35.8974358974359
BindMetadataToHeaders.java,jclouds,4.0,8.0,4.0,54.41,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0,57.14285714285714
BindMetadataToHeaders.java,jclouds,1.0,30.0,1.0,100.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,65.38461538461539
BindMetadataToJsonPayload.java,jclouds,20.0,2.0,6.0,43.86,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,8.0,17.0,0.0,0.0,52.77777777777778
BindMetadataToJsonPayload.java,jclouds,12.0,7.0,7.0,70.87,2.5,0.0,6.0,4.0,3.0,3.0,6.0,4.0,0.0,1.0,18.0,52.0,0.0,0.0,26.76056338028169
BindNamesToQueryParams.java,jclouds,8.0,8.0,4.0,64.33,1.5,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,84.61538461538461
BindNameToContext.java,jclouds,27.0,5.0,8.0,46.92,2.0,0.0,16.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,10.0,34.0,0.0,0.0,32.0
BindNextRecord.java,jclouds,14.0,11.0,6.0,49.21,2.0,0.0,7.0,7.0,1.0,7.0,0.0,7.0,0.0,2.0,8.0,42.0,0.0,0.0,32.25806451612903
BindNoBucketLoggingToXmlPayload.java,jclouds,12.0,5.0,5.0,44.06,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0.0,0.0,72.41379310344827
BindObjectMetadataToRequest.java,jclouds,8.0,8.0,4.0,62.11,1.5,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,84.61538461538461
BindObjectNameToGetJobsRequestQueryParams.java,jclouds,9.0,4.0,3.0,45.86,2.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,14.0,0.0,0.0,53.333333333333336
BindPartIdsAndETagsToRequest.java,jclouds,4.0,18.0,2.0,91.0,2.5,0.0,11.0,5.0,2.0,8.0,2.0,4.0,1.0,5.0,4.0,48.0,0.0,0.0,25.0
BindPayerToXmlPayload.java,jclouds,10.0,8.0,6.0,52.31,2.5,0.0,9.0,6.0,2.0,9.0,2.0,5.0,1.0,5.0,40.0,54.0,0.0,0.0,22.857142857142858
BindProductCodesToIndexedFormParams.java,jclouds,1.0,93.0,1.0,100.0,1.0,1.0,24.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,0.0,66.0,0.0,0.0,19.51219512195122
BindProviderMetadataContextAndCredentials.java,jclouds,17.0,10.0,7.0,46.73,3.0,1.0,30.0,8.0,3.0,0.0,28.0,8.0,0.0,0.0,216.0,96.0,0.0,0.0,36.0
BindPublicIpsToIndexedFormParams.java,jclouds,20.0,11.0,7.0,32.77,2.0,1.0,23.0,14.0,1.0,0.0,91.0,14.0,0.0,0.0,10.0,130.0,0.0,0.0,32.98969072164948
BindRealIpPortPairsToQueryParams.java,jclouds,6.0,8.0,5.0,67.63,2.5,0.0,6.0,3.0,1.0,6.0,1.0,3.0,0.0,2.0,2.0,23.0,0.0,0.0,41.02564102564102
BindResourceIdsToIndexedFormParams.java,jclouds,4.0,17.0,4.0,78.05,1.5,0.0,6.0,8.0,6.0,11.0,0.0,4.0,3.0,1.0,0.0,41.0,0.0,0.0,28.07017543859649
BindRouteTableIdsToIndexedFormParams.java,jclouds,7.0,26.0,6.0,81.21,2.0,1.0,3.0,18.0,1.0,4.0,123.0,18.0,0.0,7.0,34.0,83.0,0.0,0.0,47.46835443037975
BindS3ObjectMetadataToRequest.java,jclouds,1.0,63.0,1.0,100.0,1.0,0.0,6.0,8.0,6.0,8.0,6.0,4.0,3.0,1.0,0.0,37.0,0.0,0.0,30.18867924528302
BindS3UploadPolicyAndSignature.java,jclouds,1.0,54.0,1.0,100.0,1.0,0.0,4.0,5.0,6.0,6.0,0.0,4.0,1.0,1.0,0.0,26.0,0.0,0.0,38.095238095238095
BindSecurityGroupRuleToJsonPayload.java,jclouds,7.0,8.0,5.0,59.81,2.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,27.0,0.0,0.0,42.5531914893617
BindSendMessageBatchRequestEntryToIndexedFormParams.java,jclouds,4.0,15.0,4.0,65.69,1.5,0.0,7.0,3.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,34.0,0.0,0.0,32.0
BindSendMessageBatchRequestEntryWithDelaysToIndexedFormParams.java,jclouds,4.0,14.0,4.0,65.0,1.5,0.0,7.0,3.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,32.0,0.0,0.0,33.33333333333333
BindServerToPlainTextString.java,jclouds,4.0,14.0,4.0,65.0,1.5,0.0,7.0,3.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,32.0,0.0,0.0,33.33333333333333
BindSnapshotPolicyScheduleToQueryParam.java,jclouds,1.0,136.0,1.0,100.0,1.0,3.0,5.0,12.0,1.0,9.0,8.0,9.0,1.0,3.0,0.0,69.0,0.0,0.0,41.52542372881356
BindSpotInstanceRequestIdsToIndexedFormParams.java,jclouds,2.0,32.0,2.0,95.71,1.0,0.0,8.0,3.0,1.0,7.0,0.0,2.0,1.0,2.0,0.0,34.0,0.0,0.0,35.84905660377358
BindSubnetIdsToIndexedFormParams.java,jclouds,17.0,8.0,9.0,42.09,2.0,1.0,30.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,148.0,76.0,0.0,0.0,39.2
BindTableToIndexedFormParams.java,jclouds,3.0,28.0,3.0,85.98,1.0,1.0,14.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,41.0,0.0,0.0,48.10126582278481
BindTagFiltersToIndexedFormParams.java,jclouds,12.0,11.0,7.0,34.18,2.0,0.0,24.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,153.0,68.0,0.0,0.0,43.333333333333336
BindTagKeysToIndexedFormParams.java,jclouds,11.0,5.0,5.0,35.71,1.0,0.0,4.0,4.0,2.0,6.0,0.0,4.0,0.0,1.0,7.0,22.0,0.0,0.0,45.0
BindTagsToIndexedFormParams.java,jclouds,11.0,5.0,5.0,48.91,2.0,0.0,12.0,3.0,1.0,20.0,0.0,2.0,0.0,3.0,0.0,30.0,0.0,0.0,38.775510204081634
BindTagsToIndexedFormParams.java,jclouds,24.0,6.0,9.0,35.78,1.5,5.0,21.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,172.0,76.0,0.0,0.0,46.85314685314685
BindTemplateMetadataToQueryParams.java,jclouds,2.0,50.0,2.0,96.19,1.5,0.0,3.0,12.0,1.0,11.0,0.0,9.0,1.0,2.0,0.0,58.0,0.0,0.0,27.500000000000004
BindToJsonPayload.java,jclouds,10.0,8.0,5.0,61.93,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,79.03225806451613
BindToJsonPayloadWrappedWith.java,jclouds,4.0,50.0,4.0,73.84,1.5,3.0,7.0,15.0,1.0,13.0,35.0,10.0,1.0,10.0,0.0,143.0,0.0,0.0,15.384615384615385
BindToStringPayload.java,jclouds,15.0,5.0,4.0,57.92,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,15.0,0.0,0.0,79.16666666666666
BindToXMLPayload.java,jclouds,41.0,5.0,7.0,27.08,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,176.0,0.0,0.0,10.65989847715736
BindUserGroupsToIndexedFormParams.java,jclouds,2.0,30.0,1.0,100.0,2.5,0.0,7.0,6.0,1.0,13.0,3.0,3.0,2.0,3.0,0.0,30.0,0.0,0.0,44.44444444444444
BindUserIdGroupPairToSourceSecurityGroupFormParams.java,jclouds,6.0,12.0,4.0,80.18,1.5,0.0,11.0,6.0,5.0,3.0,10.0,5.0,1.0,0.0,6.0,41.0,0.0,0.0,32.78688524590164
BindUserIdsToIndexedFormParams.java,jclouds,6.0,48.0,1.0,100.0,1.5,0.0,19.0,46.0,1.0,46.0,1033.0,46.0,0.0,1.0,3.0,221.0,0.0,0.0,6.751054852320674
BindUserMetadataToHeaders.java,jclouds,12.0,13.0,5.0,41.39,4.0,0.0,27.0,7.0,3.0,0.0,21.0,7.0,0.0,0.0,115.0,91.0,0.0,0.0,33.57664233576642
BindUserMetadataToHeadersWithPrefix.java,jclouds,4.0,9.0,4.0,53.62,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,83.87096774193549
BindVirtualIpPortPairToQueryParams.java,jclouds,6.0,5.0,6.0,47.37,1.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,11.0,0.0,0.0,59.25925925925925
BindVolumeIdsToIndexedFormParams.java,jclouds,33.0,3.0,7.0,39.65,3.0,2.0,9.0,5.0,6.0,2.0,0.0,5.0,0.0,2.0,219.0,56.0,0.0,0.0,30.864197530864196
BindVpcIdsToIndexedFormParams.java,jclouds,12.0,6.0,4.0,54.72,1.5,0.0,2.0,4.0,1.0,0.0,6.0,4.0,0.0,4.0,1.0,38.0,0.0,0.0,40.625
Blob.java,jclouds,4.0,9.0,2.0,97.8,2.5,0.0,4.0,2.0,1.0,11.0,0.0,1.0,0.0,1.0,3.0,15.0,0.0,0.0,51.61290322580645
BlobAccess.java,jclouds,32.0,3.0,7.0,69.63,3.0,0.0,14.0,2.0,1.0,3.0,0.0,2.0,0.0,7.0,98.0,54.0,0.0,0.0,29.87012987012987
BlobBlockProperties.java,jclouds,14.0,2.0,5.0,55.41,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,67.85714285714286
BlobBlockPropertiesImpl.java,jclouds,7.0,8.0,4.0,51.96,1.0,0.0,2.0,4.0,3.0,8.0,0.0,3.0,1.0,3.0,0.0,25.0,0.0,0.0,44.44444444444444
BlobCapabilities.java,jclouds,11.0,6.0,8.0,46.31,2.0,0.0,10.0,3.0,1.0,8.0,0.0,2.0,1.0,6.0,19.0,38.0,0.0,0.0,29.629629629629626
BlobCapability.java,jclouds,11.0,3.0,5.0,51.82,2.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,0.0,0.0,70.37037037037037
BlobMetadata.java,jclouds,5.0,10.0,4.0,36.26,2.0,0.0,9.0,3.0,2.0,8.0,0.0,2.0,0.0,3.0,5.0,25.0,0.0,0.0,44.44444444444444
BlobMetadataToBlobProperties.java,jclouds,8.0,12.0,2.0,96.72,1.0,0.0,9.0,11.0,4.0,13.0,0.0,5.0,2.0,5.0,11.0,61.0,0.0,0.0,25.609756097560975
BlobMetadataToObject.java,jclouds,14.0,2.0,4.0,74.6,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,79.16666666666666
BlobName.java,jclouds,5.0,10.0,4.0,31.91,3.0,0.0,6.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,5.0,20.0,0.0,0.0,50.0
BlobName.java,jclouds,9.0,9.0,4.0,52.17,1.0,0.0,4.0,4.0,2.0,5.0,6.0,4.0,0.0,1.0,1.0,49.0,0.0,0.0,24.615384615384617
BlobProperties.java,jclouds,6.0,10.0,2.0,98.0,1.0,0.0,13.0,4.0,2.0,12.0,1.0,2.0,1.0,3.0,1.0,34.0,0.0,0.0,37.03703703703704
BlobPropertiesToBlobMetadata.java,jclouds,6.0,5.0,4.0,66.67,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,79.16666666666666
BlobRequestSigner.java,jclouds,9.0,10.0,4.0,63.27,3.0,0.0,11.0,7.0,1.0,23.0,0.0,2.0,1.0,5.0,15.0,50.0,0.0,0.0,30.555555555555557
BlobRuntimeException.java,jclouds,9.0,10.0,4.0,66.67,2.0,0.0,4.0,10.0,2.0,9.0,0.0,6.0,1.0,3.0,9.0,47.0,0.0,0.0,41.9753086419753
BlobScope.java,jclouds,11.0,3.0,4.0,70.91,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,0.0,79.16666666666666
BlobScopes.java,jclouds,9.0,6.0,5.0,46.4,1.0,0.0,6.0,7.0,3.0,11.0,0.0,4.0,1.0,3.0,8.0,31.0,0.0,0.0,34.04255319148936
BlobStoreConstants.java,jclouds,2.0,24.0,1.0,100.0,2.5,0.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,23.0,0.0,0.0,41.02564102564102
BlobStoreContext.java,jclouds,3.0,14.0,3.0,59.46,2.0,1.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,45.714285714285715
BlobStoreListOptionsToListOptions.java,jclouds,10.0,8.0,5.0,56.03,1.5,0.0,2.0,4.0,2.0,3.0,6.0,4.0,0.0,1.0,1.0,55.0,0.0,0.0,22.535211267605636
BlobStoreObjectModule.java,jclouds,5.0,30.0,3.0,81.25,2.0,0.0,3.0,12.0,1.0,11.0,0.0,9.0,1.0,4.0,0.0,77.0,0.0,0.0,39.84375
BlobToAzureBlob.java,jclouds,15.0,4.0,6.0,55.0,2.0,0.0,6.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,4.0,20.0,0.0,0.0,64.91228070175438
BlobToContentMetadata.java,jclouds,18.0,5.0,5.0,64.34,2.0,0.0,3.0,4.0,5.0,3.0,6.0,4.0,0.0,1.0,7.0,52.0,0.0,0.0,26.76056338028169
BlobToHttpGetOptions.java,jclouds,5.0,7.0,4.0,43.08,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,12.0,0.0,0.0,61.29032258064516
BlobToObject.java,jclouds,13.0,6.0,5.0,71.75,2.0,0.0,16.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,4.0,41.0,0.0,0.0,28.07017543859649
BlobToObject.java,jclouds,9.0,5.0,5.0,33.68,1.0,0.0,1.0,3.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,19.0,0.0,0.0,50.0
BlobToObjectMetadata.java,jclouds,17.0,4.0,6.0,68.56,2.0,0.0,13.0,4.0,4.0,7.0,6.0,4.0,0.0,0.0,7.0,37.0,0.0,0.0,33.92857142857143
BlobToSystemMetadata.java,jclouds,16.0,3.0,5.0,50.63,2.0,0.0,9.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,24.0,0.0,0.0,40.0
BlobType.java,jclouds,11.0,9.0,5.0,27.98,2.0,0.0,15.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,43.0,0.0,0.0,55.670103092783506
BlobUtils.java,jclouds,9.0,7.0,5.0,46.09,2.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,25.0,0.0,0.0,53.70370370370371
BlobUtilsImpl.java,jclouds,9.0,7.0,5.0,46.83,2.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,25.0,0.0,0.0,53.70370370370371
BlockDeviceMappingHandler.java,jclouds,12.0,7.0,6.0,53.33,2.5,0.0,14.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,35.0,0.0,0.0,54.54545454545454
BlockUntilInitScriptStatusIsZeroThenReturnOutput.java,jclouds,9.0,12.0,5.0,43.94,3.0,0.0,15.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,5.0,44.0,0.0,0.0,56.00000000000001
BlockUntilJobCompletesAndReturnResult.java,jclouds,22.0,11.0,6.0,46.9,2.0,0.0,21.0,14.0,1.0,0.0,91.0,14.0,0.0,0.0,15.0,110.0,0.0,0.0,51.75438596491229
BooleanValueHandler.java,jclouds,12.0,15.0,5.0,42.76,3.0,0.0,19.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,8.0,73.0,0.0,0.0,56.287425149700596
BootstrapConfigForGroup.java,jclouds,12.0,12.0,5.0,54.26,3.0,0.0,17.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,7.0,66.0,0.0,0.0,51.82481751824818
BouncyCastleCrypto.java,jclouds,10.0,5.0,5.0,47.37,2.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,22.0,0.0,0.0,50.0
BouncyCastleCryptoModule.java,jclouds,10.0,6.0,5.0,51.85,2.5,1.0,14.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,34.0,0.0,0.0,39.285714285714285
BoundedLinkedHashSet.java,jclouds,16.0,7.0,5.0,48.13,3.0,0.0,15.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,5.0,49.0,0.0,0.0,54.20560747663551
BoundedSet.java,jclouds,11.0,10.0,5.0,53.33,3.0,0.0,16.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,5.0,51.0,0.0,0.0,47.42268041237113
BoundedSet.java,jclouds,9.0,11.0,5.0,43.78,2.0,0.0,16.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,42.0,0.0,0.0,56.70103092783505
Bucket.java,jclouds,16.0,4.0,5.0,55.21,3.0,0.0,6.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,7.0,20.0,0.0,0.0,60.78431372549019
BucketLogging.java,jclouds,15.0,6.0,5.0,65.52,2.0,0.0,4.0,4.0,5.0,3.0,6.0,4.0,0.0,1.0,23.0,51.0,0.0,0.0,27.142857142857142
BucketLoggingHandler.java,jclouds,58.0,2.0,7.0,69.96,3.5,0.0,24.0,4.0,4.0,9.0,2.0,4.0,0.0,2.0,15.0,95.0,0.0,0.0,22.131147540983605
BucketToResourceMetadata.java,jclouds,9.0,7.0,4.0,76.71,2.0,0.0,8.0,2.0,1.0,8.0,0.0,2.0,0.0,3.0,7.0,35.0,0.0,0.0,32.69230769230769
BuildVersion.java,jclouds,11.0,5.0,4.0,87.12,2.0,0.0,7.0,1.0,1.0,7.0,0.0,1.0,0.0,7.0,1.0,37.0,0.0,0.0,30.18867924528302
BulkApi.java,jclouds,9.0,3.0,4.0,44.72,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,69.56521739130434
BulkDeleteResponse.java,jclouds,30.0,3.0,7.0,59.28,3.0,0.0,16.0,6.0,4.0,10.0,15.0,6.0,0.0,0.0,16.0,56.0,0.0,0.0,28.205128205128204
BundleTaskHandler.java,jclouds,12.0,4.0,5.0,47.31,1.5,2.0,5.0,5.0,5.0,9.0,0.0,4.0,1.0,2.0,1.0,29.0,0.0,0.0,35.55555555555556
BYONApiMetadata.java,jclouds,36.0,2.0,6.0,52.65,2.0,2.0,15.0,6.0,2.0,7.0,9.0,6.0,0.0,1.0,5.0,46.0,0.0,0.0,39.473684210526315
BYONComputeServiceContextModule.java,jclouds,1.0,40.0,1.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,8.0,0.0,0.0,77.14285714285715
ByteArrayPayload.java,jclouds,20.0,8.0,8.0,49.12,2.0,2.0,28.0,24.0,1.0,0.0,276.0,24.0,0.0,0.0,31.0,118.0,0.0,0.0,11.940298507462686
ByteArrayToMacAddress.java,jclouds,18.0,6.0,9.0,43.91,2.0,2.0,4.0,4.0,5.0,3.0,6.0,4.0,0.0,1.0,6.0,73.0,0.0,0.0,17.97752808988764
ByteSourcePayload.java,jclouds,2.0,30.0,1.0,100.0,1.5,0.0,11.0,3.0,3.0,9.0,1.0,2.0,1.0,1.0,8.0,40.0,0.0,0.0,28.57142857142857
CacheNodeStoreModule.java,jclouds,8.0,7.0,7.0,51.12,3.5,0.0,7.0,4.0,1.0,22.0,0.0,2.0,2.0,2.0,0.0,34.0,0.0,0.0,32.0
CallForImages.java,jclouds,16.0,8.0,7.0,59.17,4.0,0.0,15.0,5.0,2.0,6.0,6.0,4.0,1.0,1.0,49.0,106.0,0.0,0.0,13.821138211382115
CannedAccessPolicy.java,jclouds,3.0,13.0,1.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,12.0,0.0,0.0,65.71428571428571
CDNApi.java,jclouds,1.0,72.0,1.0,100.0,1.0,1.0,6.0,5.0,3.0,2.0,10.0,5.0,0.0,0.0,0.0,42.0,0.0,0.0,28.8135593220339
CertificateFingerprintSupplier.java,jclouds,27.0,8.0,13.0,34.02,4.0,0.0,54.0,11.0,4.0,20.0,26.0,8.0,2.0,2.0,25.0,172.0,0.0,0.0,10.416666666666668
ChangeMessageVisibilityBatchResponseHandler.java,jclouds,13.0,13.0,5.0,49.75,3.0,2.0,19.0,8.0,1.0,0.0,28.0,8.0,0.0,0.0,11.0,69.0,0.0,0.0,55.1948051948052
Charge.java,jclouds,14.0,7.0,5.0,41.38,2.0,2.0,11.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,6.0,45.0,0.0,0.0,52.12765957446809
Charges.java,jclouds,11.0,8.0,5.0,38.59,2.0,2.0,13.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,32.0,0.0,0.0,60.97560975609756
ChefApiMetadata.java,jclouds,13.0,15.0,5.0,41.63,2.0,0.0,19.0,9.0,1.0,0.0,36.0,9.0,0.0,0.0,10.0,74.0,0.0,0.0,57.47126436781609
ChefProperties.java,jclouds,22.0,13.0,5.0,43.26,2.5,2.0,25.0,15.0,1.0,0.0,105.0,15.0,0.0,0.0,26.0,123.0,0.0,0.0,55.1094890510949
ChefVersionSupplier.java,jclouds,7.0,6.0,6.0,44.17,2.0,0.0,4.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,1.0,17.0,0.0,0.0,48.484848484848484
ChunkedUploadException.java,jclouds,3.0,13.0,2.0,95.65,1.0,9.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,12.0,0.0,0.0,61.29032258064516
